"","Organisation Type","Organisation Name","Date","formattedDate","Therapy","Total waiting list","Waiting >18-52 weeks","Waiting >52 weeks","Percentage waiting more than 18 weeks"
"5408","Provider","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",633,151,73,35.3870458135861
"5409","Provider","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5410","Provider","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",2917,1671,292,67.2951662667124
"5411","Provider","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5412","Provider","BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5413","Provider","BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5414","Provider","BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5415","Provider","BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",59,0,0,0
"5416","Provider","BLACK COUNTRY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",104,3,0,2.88461538461538
"5417","Provider","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",139,14,0,10.0719424460432
"5418","Provider","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5419","Provider","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",31,3,0,9.67741935483871
"5420","Provider","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",516,373,18,75.7751937984496
"5421","Provider","BOLTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",4,0,0,0
"5422","Provider","BOLTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",544,200,2,37.1323529411765
"5423","Provider","BOLTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",142,46,0,32.3943661971831
"5424","Provider","BOLTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",10,8,0,80
"5425","Provider","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5426","Provider","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5427","Provider","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5428","Provider","BRADFORD DISTRICT CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",399,28,14,10.5263157894737
"5429","Provider","BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",319,14,0,4.38871473354232
"5430","Provider","BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",1645,807,9,49.6048632218845
"5431","Provider","BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",140,46,0,32.8571428571429
"5432","Provider","BRIDGEWATER COMMUNITY HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",1086,648,12,60.7734806629834
"5433","Provider","BROMLEY HEALTHCARE","August 2023",2023-08-01,"Audiology",343,82,0,23.9067055393586
"5434","Provider","BROMLEY HEALTHCARE","August 2023",2023-08-01,"Community Paediatric Service",1277,595,71,52.1534847298356
"5435","Provider","BROMLEY HEALTHCARE","August 2023",2023-08-01,"Occupational Therapy",113,40,0,35.3982300884956
"5436","Provider","BROMLEY HEALTHCARE","August 2023",2023-08-01,"Speech And Language",215,45,3,22.3255813953488
"5437","Provider","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",300,0,0,0
"5438","Provider","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",1459,533,508,71.3502398903358
"5439","Provider","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",685,332,68,58.3941605839416
"5440","Provider","BUCKINGHAMSHIRE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",628,144,0,22.9299363057325
"5441","Provider","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5442","Provider","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5443","Provider","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",158,39,0,24.6835443037975
"5444","Provider","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",2140,911,761,78.1308411214953
"5445","Provider","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5446","Provider","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",259,36,0,13.8996138996139
"5447","Provider","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",55,1,0,1.81818181818182
"5448","Provider","CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",619,407,74,77.7059773828756
"5449","Provider","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","August 2023",2023-08-01,"Audiology",1493,538,2,36.1687876758205
"5450","Provider","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",3609,1668,510,60.3491271820449
"5451","Provider","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",210,10,0,4.76190476190476
"5452","Provider","CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST","August 2023",2023-08-01,"Speech And Language",1578,640,138,49.3029150823828
"5453","Provider","CARE PLUS GROUP","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5454","Provider","CARE PLUS GROUP","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5455","Provider","CARE PLUS GROUP","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5456","Provider","CARE PLUS GROUP","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5457","Provider","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5458","Provider","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",1301,346,6,27.0561106840892
"5459","Provider","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",144,30,3,22.9166666666667
"5460","Provider","CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",464,76,9,18.3189655172414
"5461","Provider","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5462","Provider","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5463","Provider","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",333,53,0,15.9159159159159
"5464","Provider","CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",749,42,0,5.60747663551402
"5465","Provider","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",0,0,0,NA
"5466","Provider","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5467","Provider","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5468","Provider","CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5469","Provider","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5470","Provider","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5471","Provider","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5472","Provider","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5473","Provider","CITY HEALTH CARE PARTNERSHIP CIC","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5474","Provider","CITY HEALTH CARE PARTNERSHIP CIC","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5475","Provider","CITY HEALTH CARE PARTNERSHIP CIC","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5476","Provider","CITY HEALTH CARE PARTNERSHIP CIC","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5477","Provider","CONNECT HEALTH LIMITED","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5478","Provider","CONNECT HEALTH LIMITED","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5479","Provider","CONNECT HEALTH LIMITED","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5480","Provider","CONNECT HEALTH LIMITED","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5481","Provider","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5482","Provider","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5483","Provider","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5484","Provider","CORNWALL PARTNERSHIP NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",721,266,16,39.1123439667129
"5485","Provider","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",27,0,0,0
"5486","Provider","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5487","Provider","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",850,0,0,0
"5488","Provider","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5489","Provider","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Audiology",18,0,0,0
"5490","Provider","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",696,29,61,12.9310344827586
"5491","Provider","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",79,0,0,0
"5492","Provider","COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST","August 2023",2023-08-01,"Speech And Language",845,0,0,0
"5493","Provider","CROYDON HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Audiology",254,28,8,14.1732283464567
"5494","Provider","CROYDON HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5495","Provider","CROYDON HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",220,120,35,70.4545454545455
"5496","Provider","CROYDON HEALTH SERVICES NHS TRUST","August 2023",2023-08-01,"Speech And Language",194,78,46,63.9175257731959
"5497","Provider","CSH SURREY","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5498","Provider","CSH SURREY","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5499","Provider","CSH SURREY","August 2023",2023-08-01,"Occupational Therapy",161,25,2,16.7701863354037
"5500","Provider","CSH SURREY","August 2023",2023-08-01,"Speech And Language",463,76,0,16.414686825054
"5501","Provider","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5502","Provider","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5503","Provider","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5504","Provider","DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",864,216,0,25
"5505","Provider","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5506","Provider","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",2208,1129,630,79.6648550724638
"5507","Provider","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",49,6,0,12.2448979591837
"5508","Provider","DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5509","Provider","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",361,0,0,0
"5510","Provider","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5511","Provider","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5512","Provider","DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",170,31,2,19.4117647058824
"5513","Provider","DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5514","Provider","DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5515","Provider","DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5516","Provider","DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5517","Provider","EAST AND NORTH HERTFORDSHIRE NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5518","Provider","EAST AND NORTH HERTFORDSHIRE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",4708,1730,1951,78.1860662701784
"5519","Provider","EAST AND NORTH HERTFORDSHIRE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5520","Provider","EAST AND NORTH HERTFORDSHIRE NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5521","Provider","EAST CHESHIRE NHS TRUST","August 2023",2023-08-01,"Audiology",79,1,0,1.26582278481013
"5522","Provider","EAST CHESHIRE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",50,11,0,22
"5523","Provider","EAST CHESHIRE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",19,1,0,5.26315789473684
"5524","Provider","EAST CHESHIRE NHS TRUST","August 2023",2023-08-01,"Speech And Language",401,189,0,47.1321695760599
"5525","Provider","EAST COAST COMMUNITY HEALTHCARE C.I.C","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5526","Provider","EAST COAST COMMUNITY HEALTHCARE C.I.C","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5527","Provider","EAST COAST COMMUNITY HEALTHCARE C.I.C","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5528","Provider","EAST COAST COMMUNITY HEALTHCARE C.I.C","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5529","Provider","EAST LANCASHIRE HOSPITALS NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5530","Provider","EAST LANCASHIRE HOSPITALS NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",1305,613,0,46.9731800766284
"5531","Provider","EAST LANCASHIRE HOSPITALS NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5532","Provider","EAST LANCASHIRE HOSPITALS NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5533","Provider","EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5534","Provider","EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",1483,640,420,71.4767363452461
"5535","Provider","EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",299,97,1,32.7759197324415
"5536","Provider","EAST LONDON NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",842,290,0,34.4418052256532
"5537","Provider","EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5538","Provider","EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",74,18,27,60.8108108108108
"5539","Provider","EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",9,3,0,33.3333333333333
"5540","Provider","EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",99,41,6,47.4747474747475
"5541","Provider","EAST SUSSEX HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",230,0,0,0
"5542","Provider","EAST SUSSEX HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",2456,964,870,74.6742671009772
"5543","Provider","EAST SUSSEX HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5544","Provider","EAST SUSSEX HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5545","Provider","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5546","Provider","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5547","Provider","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",210,132,2,63.8095238095238
"5548","Provider","EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST","August 2023",2023-08-01,"Speech And Language",355,163,1,46.1971830985916
"5549","Provider","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5550","Provider","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",3370,1505,103,47.7151335311573
"5551","Provider","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5552","Provider","ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",208,4,0,1.92307692307692
"5553","Provider","FIRST COMMUNITY HEALTH AND CARE CIC","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5554","Provider","FIRST COMMUNITY HEALTH AND CARE CIC","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5555","Provider","FIRST COMMUNITY HEALTH AND CARE CIC","August 2023",2023-08-01,"Occupational Therapy",102,32,24,54.9019607843137
"5556","Provider","FIRST COMMUNITY HEALTH AND CARE CIC","August 2023",2023-08-01,"Speech And Language",61,11,0,18.0327868852459
"5557","Provider","FRIMLEY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5558","Provider","FRIMLEY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5559","Provider","FRIMLEY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5560","Provider","FRIMLEY HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5561","Provider","GATESHEAD HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5562","Provider","GATESHEAD HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5563","Provider","GATESHEAD HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",388,224,31,65.7216494845361
"5564","Provider","GATESHEAD HEALTH NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",242,24,0,9.91735537190083
"5565","Provider","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5566","Provider","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5567","Provider","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",516,202,3,39.7286821705426
"5568","Provider","GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",787,84,1,10.8005082592122
"5569","Provider","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5570","Provider","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5571","Provider","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5572","Provider","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5573","Provider","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5574","Provider","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5575","Provider","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5576","Provider","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5577","Provider","HCRG CARE SERVICES LTD","August 2023",2023-08-01,"Audiology",805,177,5,22.6086956521739
"5578","Provider","HCRG CARE SERVICES LTD","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5579","Provider","HCRG CARE SERVICES LTD","August 2023",2023-08-01,"Occupational Therapy",778,266,73,43.573264781491
"5580","Provider","HCRG CARE SERVICES LTD","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5581","Provider","HEALTHSHARE LTD","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5582","Provider","HEALTHSHARE LTD","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5583","Provider","HEALTHSHARE LTD","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5584","Provider","HEALTHSHARE LTD","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5585","Provider","HERE","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5586","Provider","HERE","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5587","Provider","HERE","August 2023",2023-08-01,"Occupational Therapy",NA,NA,NA,NA
"5588","Provider","HERE","August 2023",2023-08-01,"Speech And Language",NA,NA,NA,NA
"5589","Provider","HERTFORDSHIRE COMMUNITY NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5590","Provider","HERTFORDSHIRE COMMUNITY NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",1712,642,245,51.8107476635514
"5591","Provider","HERTFORDSHIRE COMMUNITY NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",439,114,0,25.9681093394077
"5592","Provider","HERTFORDSHIRE COMMUNITY NHS TRUST","August 2023",2023-08-01,"Speech And Language",1748,548,51,34.2677345537757
"5593","Provider","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",491,344,147,100
"5594","Provider","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",633,256,48,48.0252764612954
"5595","Provider","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",51,0,0,0
"5596","Provider","HOMERTON HEALTHCARE NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",184,13,0,7.06521739130435
"5597","Provider","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",111,0,0,0
"5598","Provider","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",391,14,0,3.58056265984655
"5599","Provider","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Occupational Therapy",416,147,44,45.9134615384615
"5600","Provider","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Speech And Language",554,148,0,26.7148014440433
"5601","Provider","HUMBER TEACHING NHS FOUNDATION TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5602","Provider","HUMBER TEACHING NHS FOUNDATION TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
"5603","Provider","HUMBER TEACHING NHS FOUNDATION TRUST","August 2023",2023-08-01,"Occupational Therapy",5,0,0,0
"5604","Provider","HUMBER TEACHING NHS FOUNDATION TRUST","August 2023",2023-08-01,"Speech And Language",1390,607,17,44.8920863309352
"5605","Provider","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Audiology",NA,NA,NA,NA
"5606","Provider","IMPERIAL COLLEGE HEALTHCARE NHS TRUST","August 2023",2023-08-01,"Community Paediatric Service",NA,NA,NA,NA
